HOEP,toronto_temp,toronto_humidity,mississauga_temp,mississauga_humidity,brampton_temp,burlington_temp,burlington_humidity,thunderbay_temp,thunderbay_humidity,kingston_temp,kingston_humidity,london_temp,london_humidity,hamilton_temp,hamilton_humidity,Hour,Month,Day,DayOfWeek,IsWeekend,IsHoliday,BusinessHour
7.96,5.7,76.0,5.7,76.0,5.7,8.8,63.0,2.0,89.0,9.4,68.0,4.0,90.0,5.2,77.0,22,10,26,6,1,0,0
15.77,24.3,49.0,24.3,49.0,24.3,26.5,48.0,25.1,84.0,23.4,69.0,21.6,73.0,21.3,76.0,23,7,25,5,1,0,0
4.36,12.8,64.0,12.8,64.0,12.8,14.8,51.0,8.1,65.0,10.9,58.0,12.8,61.0,12.4,59.0,19,10,15,1,0,0,0
0.0,20.2,66.0,20.2,66.0,20.2,9.3,88.0,8.7,49.0,22.4,68.0,25.7,56.0,28.1,44.0,17,5,19,6,1,0,0
26.92,1.1,85.0,1.1,85.0,1.1,2.4,83.0,5.3,98.0,1.0,92.0,-0.3,96.0,-2.9,97.0,6,10,28,4,0,0,0
8.75,10.3,65.0,10.3,65.0,10.3,8.6,76.0,16.7,29.0,9.7,74.0,11.2,68.0,11.0,68.0,20,5,2,0,0,0,0
57.96,-13.3,59.0,-13.3,59.0,-13.3,-12.3,56.0,-19.4,53.0,-14.0,53.0,-17.0,76.0,-15.2,60.0,20,2,25,2,0,0,0
23.7,-2.6,91.0,-2.6,91.0,-2.6,0.2,78.0,-10.8,70.0,-7.2,74.0,-1.3,93.0,-2.7,87.0,21,1,18,0,0,0,0
-4.74,9.0,51.0,9.0,51.0,9.0,9.4,58.0,5.4,90.0,6.9,86.0,9.5,59.0,9.7,60.0,1,5,15,4,0,0,0
20.57,-9.7,63.0,-9.7,63.0,-9.7,-7.9,52.0,-15.2,38.0,-13.0,46.0,-9.8,72.0,-10.3,63.0,22,3,10,4,0,0,0
53.43,23.8,100.0,23.8,100.0,23.8,24.9,79.0,22.2,78.0,22.9,99.0,22.6,90.0,21.8,100.0,23,7,30,1,0,0,0
13.69,5.2,100.0,5.2,100.0,5.2,5.2,94.0,-5.6,94.0,1.7,85.0,6.2,97.0,4.4,98.0,3,12,11,5,1,0,0
21.92,0.6,64.0,0.6,64.0,0.6,1.1,55.0,-0.8,79.0,-3.8,68.0,0.1,66.0,0.7,62.0,12,12,7,0,0,0,1
27.58,1.5,76.0,1.5,76.0,1.5,2.2,72.0,-14.4,77.0,-2.1,73.0,2.0,80.0,0.1,84.0,21,12,21,1,0,0,0
9.8,10.7,65.0,10.7,65.0,10.7,5.8,81.0,0.8,81.0,7.4,75.0,13.1,55.0,7.8,72.0,19,3,18,4,0,0,0
21.96,0.4,73.0,0.4,73.0,0.4,1.6,83.0,-1.4,97.0,1.5,63.0,1.1,77.0,0.1,92.0,18,2,23,5,1,0,0
25.29,23.1,84.0,23.1,84.0,23.1,24.4,63.0,16.0,80.0,20.9,100.0,20.7,86.0,20.8,82.0,0,7,24,2,0,0,0
-4.37,13.4,74.0,13.4,74.0,13.4,15.4,63.0,5.1,98.0,11.1,89.0,11.0,91.0,12.6,77.0,4,6,7,6,1,0,0
69.82,26.0,54.0,26.0,54.0,26.0,21.1,82.0,29.3,42.0,21.3,81.0,26.2,56.0,26.1,54.0,16,10,2,0,0,0,1
11.26,17.4,77.0,17.4,77.0,17.4,19.3,79.0,12.8,93.0,19.2,68.0,13.7,98.0,14.8,99.0,5,8,24,4,0,0,0
66.42,29.0,57.0,29.0,57.0,29.0,22.3,91.0,23.3,77.0,26.4,72.0,27.9,62.0,29.1,55.0,17,9,5,5,1,0,0
11.91,9.9,56.0,9.9,56.0,9.9,10.7,53.0,2.9,90.0,13.3,72.0,10.4,35.0,10.2,57.0,13,10,14,4,0,0,1
-0.05,10.3,60.0,10.3,60.0,10.3,6.9,77.0,0.4,88.0,11.4,50.0,11.5,80.0,6.7,82.0,1,4,13,0,0,0,0
-3.86,20.2,48.0,20.2,48.0,20.2,20.3,54.0,11.6,91.0,17.4,89.0,16.3,85.0,16.3,84.0,0,6,29,3,0,0,0
26.78,1.6,85.0,1.6,85.0,1.6,3.0,88.0,-1.8,91.0,3.2,48.0,0.1,96.0,1.1,98.0,23,11,12,6,1,0,0
20.01,-5.3,65.0,-5.3,65.0,-5.3,-2.6,67.0,-8.4,77.0,-7.6,74.0,-4.9,89.0,-6.4,89.0,19,1,29,2,0,0,0
1.97,21.4,84.0,21.4,84.0,21.4,21.6,90.0,16.3,100.0,22.9,97.0,20.7,100.0,19.3,100.0,6,7,5,4,0,0,0
12.61,5.1,72.0,5.1,72.0,5.1,3.7,83.0,9.2,28.0,9.3,31.0,6.3,83.0,3.5,85.0,19,4,26,1,0,0,0
31.79,-10.6,76.0,-10.6,76.0,-10.6,-9.2,74.0,-8.1,80.0,-13.1,82.0,-10.2,80.0,-11.2,80.0,21,2,9,0,0,0,0
38.92,4.0,56.0,4.0,56.0,4.0,3.1,61.0,-3.5,70.0,5.2,53.0,2.0,62.0,2.6,66.0,12,11,27,2,0,0,1
16.27,7.0,93.0,7.0,93.0,7.0,7.9,91.0,0.0,52.0,13.9,75.0,7.0,96.0,6.9,95.0,16,10,30,2,0,0,1
40.89,29.5,64.0,29.5,64.0,29.5,28.7,58.0,26.5,29.0,26.4,81.0,23.9,80.0,26.1,79.0,19,8,11,2,0,0,0
6.43,-3.1,79.0,-3.1,79.0,-3.1,-1.3,61.0,-17.6,89.0,-1.0,69.0,-3.9,73.0,-3.2,70.0,1,12,28,2,0,0,0
41.04,-7.4,74.0,-7.4,74.0,-7.4,-6.8,66.0,-17.7,64.0,-5.7,65.0,-9.6,72.0,-8.7,75.0,11,2,19,5,1,0,0
35.02,0.8,42.0,0.8,42.0,0.8,1.1,61.0,-0.3,98.0,-1.4,43.0,2.5,30.0,2.2,24.0,20,3,23,3,0,0,0
0.0,4.9,63.0,4.9,63.0,4.9,6.5,59.0,-1.8,65.0,2.2,68.0,5.5,75.0,5.3,66.0,6,3,2,0,0,0,0
3.03,7.0,73.0,7.0,73.0,7.0,8.9,51.0,1.1,95.0,7.4,65.0,5.0,77.0,4.8,70.0,22,10,26,3,0,0,0
4.18,11.7,62.0,11.7,62.0,11.7,13.7,62.0,8.2,98.0,9.8,77.0,7.3,94.0,8.9,76.0,0,9,29,4,0,0,0
9.24,10.8,43.0,10.8,43.0,10.8,9.7,46.0,6.3,81.0,4.7,88.0,10.6,48.0,5.2,69.0,8,5,1,1,0,0,1
20.3,8.4,54.0,8.4,54.0,8.4,6.0,63.0,5.6,54.0,6.9,64.0,8.0,56.0,7.8,56.0,11,4,26,6,1,0,0
86.54,22.8,62.0,22.8,62.0,22.8,19.8,78.0,15.9,94.0,21.4,78.0,20.2,75.0,21.5,74.0,11,9,9,4,0,0,1
-4.93,15.4,63.0,15.4,63.0,15.4,17.8,59.0,11.0,100.0,15.6,69.0,14.4,78.0,11.9,84.0,4,7,9,6,1,0,0
36.99,4.9,73.0,4.9,73.0,4.9,6.3,57.0,8.1,39.0,5.1,78.0,3.0,79.0,4.3,69.0,20,4,5,4,0,0,0
34.26,20.1,52.0,20.1,52.0,20.1,17.6,78.0,15.4,99.0,17.8,76.0,20.4,63.0,19.1,60.0,12,9,22,4,0,0,1
14.35,-3.1,51.0,-3.1,51.0,-3.1,-3.5,52.0,-25.1,62.0,-3.8,51.0,-5.0,69.0,-3.2,55.0,11,1,13,4,0,0,1
111.13,-8.4,58.0,-8.4,58.0,-8.4,-6.2,60.0,-10.9,64.0,-7.8,52.0,-8.3,81.0,-8.1,63.0,18,2,24,0,0,0,0
-4.09,14.6,25.0,14.6,25.0,14.6,5.4,75.0,12.6,36.0,9.7,44.0,15.9,37.0,13.2,36.0,16,4,14,4,0,1,0
22.19,23.2,57.0,23.2,57.0,23.2,19.7,73.0,23.4,64.0,22.3,61.0,22.4,59.0,22.1,63.0,12,8,9,5,1,0,0
17.06,5.7,72.0,5.7,72.0,5.7,8.7,64.0,-2.4,98.0,4.9,80.0,4.6,82.0,5.7,73.0,8,9,18,4,0,0,1
27.2,19.9,56.0,19.9,56.0,19.9,19.8,72.0,15.0,96.0,13.6,87.0,14.5,86.0,15.1,89.0,1,8,2,2,0,0,0
10.03,16.9,86.0,16.9,86.0,16.9,15.4,94.0,13.5,91.0,16.5,83.0,17.4,85.0,16.6,91.0,12,10,2,3,0,0,1
5.73,1.4,78.0,1.4,78.0,1.4,2.9,77.0,5.4,71.0,-4.6,98.0,0.9,84.0,0.1,91.0,2,3,10,2,0,0,0
7.08,5.7,95.0,5.7,95.0,5.7,6.1,95.0,-0.2,94.0,4.1,81.0,8.2,100.0,5.4,99.0,20,12,13,6,1,0,0
45.3,5.1,63.0,5.1,63.0,5.1,6.7,51.0,2.2,66.0,5.2,71.0,4.8,65.0,5.5,58.0,14,11,20,5,1,0,0
28.28,22.4,55.0,22.4,55.0,22.4,21.8,47.0,21.4,67.0,19.3,69.0,21.0,56.0,21.1,67.0,12,7,25,3,0,0,1
2.42,-3.1,69.0,-3.1,69.0,-3.1,-2.6,82.0,-10.4,88.0,-4.4,55.0,-4.2,70.0,-3.9,81.0,7,2,26,6,1,0,0
6.74,13.4,97.0,13.4,97.0,13.4,14.5,92.0,13.9,61.0,21.5,86.0,12.2,96.0,13.7,98.0,21,9,22,2,0,0,0
5.82,-0.5,86.0,-0.5,86.0,-0.5,0.5,90.0,-7.3,76.0,0.5,96.0,-1.2,92.0,-0.5,94.0,9,2,25,3,0,0,1
10.17,6.7,68.0,6.7,68.0,6.7,3.9,91.0,-0.3,98.0,4.5,68.0,11.5,64.0,5.0,86.0,20,3,27,5,1,0,0
42.9,0.3,90.0,0.3,90.0,0.3,3.1,68.0,-10.5,81.0,-1.4,74.0,1.0,87.0,1.8,80.0,11,1,7,5,1,0,0
23.61,16.1,33.0,16.1,33.0,16.1,17.8,40.0,19.2,47.0,14.9,48.0,11.8,51.0,13.8,44.0,23,6,16,2,0,0,0
31.66,6.7,87.0,6.7,87.0,6.7,7.5,79.0,4.2,95.0,5.2,100.0,5.0,89.0,4.9,100.0,10,10,25,4,0,0,1
24.62,20.6,42.0,20.6,42.0,20.6,17.4,58.0,23.1,44.0,20.9,41.0,20.4,51.0,19.8,48.0,14,7,24,3,0,0,1
22.54,6.5,65.0,6.5,65.0,6.5,6.1,65.0,0.5,77.0,7.5,60.0,6.1,68.0,5.7,72.0,13,10,24,5,1,0,0
0.0,5.1,97.0,5.1,97.0,5.1,4.1,99.0,4.1,61.0,6.8,86.0,5.8,98.0,3.6,100.0,7,3,29,6,1,0,0
32.39,18.5,66.0,18.5,66.0,18.5,18.1,72.0,15.3,95.0,17.5,86.0,16.8,81.0,17.3,84.0,10,8,8,1,0,0,1
0.0,15.8,62.0,15.8,62.0,15.8,16.9,60.0,8.1,100.0,16.7,70.0,12.8,77.0,12.6,78.0,22,10,6,1,0,0,0
18.85,27.1,55.0,27.1,55.0,27.1,23.3,68.0,27.7,77.0,25.4,72.0,25.9,48.0,27.2,54.0,12,7,25,5,1,0,0
51.02,29.9,57.0,29.9,57.0,29.9,29.9,55.0,22.0,59.0,26.9,74.0,29.0,66.0,29.0,65.0,16,7,28,4,0,0,1
10.0,10.2,53.0,10.2,53.0,10.2,9.0,66.0,-1.9,94.0,8.8,44.0,8.7,78.0,7.4,81.0,8,5,7,0,0,0,1
24.76,30.0,50.0,30.0,50.0,30.0,17.1,90.0,19.4,78.0,25.8,62.0,30.0,49.0,30.9,37.0,18,5,26,1,0,0,0
15.07,22.1,82.0,22.1,82.0,22.1,23.2,79.0,11.0,95.0,19.9,95.0,19.5,93.0,19.4,89.0,3,6,22,0,0,0,0
15.49,9.2,57.0,9.2,57.0,9.2,10.7,86.0,4.1,69.0,11.3,58.0,10.5,97.0,9.4,86.0,2,5,6,2,0,0,0
-0.72,13.3,57.0,13.3,57.0,13.3,16.3,58.0,9.4,90.0,9.2,85.0,11.1,97.0,12.0,70.0,3,6,26,1,0,0,0
2.2,22.0,65.0,22.0,65.0,22.0,24.2,58.0,2.3,49.0,18.6,81.0,22.3,70.0,24.2,61.0,16,10,23,4,0,0,1
37.52,-5.6,69.0,-5.6,69.0,-5.6,-5.5,68.0,-14.1,83.0,-6.7,64.0,-8.0,75.0,-8.1,77.0,10,11,21,4,0,0,1
36.29,6.8,100.0,6.8,100.0,6.8,4.5,96.0,0.2,96.0,4.5,100.0,7.1,96.0,4.3,100.0,12,12,29,6,1,0,0
54.0,-4.9,55.0,-4.9,55.0,-4.9,-3.1,69.0,-9.7,66.0,-8.0,52.0,-2.6,50.0,-5.6,69.0,20,2,29,3,0,0,0
111.43,14.5,49.0,14.5,49.0,14.5,15.3,52.0,5.3,78.0,13.6,57.0,13.1,48.0,14.5,57.0,17,10,16,6,1,0,0
12.2,5.8,66.0,5.8,66.0,5.8,7.7,57.0,2.2,76.0,5.0,75.0,4.0,81.0,6.6,64.0,13,12,3,3,0,0,1
0.0,10.0,26.0,10.0,26.0,10.0,4.9,66.0,6.2,31.0,10.0,33.0,10.1,38.0,9.2,44.0,14,4,23,5,1,0,0
28.55,10.1,70.0,10.1,70.0,10.1,11.0,65.0,8.7,67.0,10.0,74.0,9.1,79.0,9.1,79.0,20,10,16,0,0,0,0
13.13,14.3,60.0,14.3,60.0,14.3,11.9,76.0,9.8,97.0,13.5,80.0,14.8,64.0,14.2,68.0,9,6,1,6,1,0,0
43.17,-9.1,69.0,-9.1,69.0,-9.1,-6.9,67.0,-16.5,67.0,-12.8,64.0,-7.9,82.0,-8.1,73.0,20,1,20,5,1,0,0
14.34,13.2,45.0,13.2,45.0,13.2,8.7,96.0,2.0,93.0,5.2,96.0,11.4,60.0,10.1,75.0,1,4,11,3,0,0,0
35.85,1.7,78.0,1.7,78.0,1.7,3.5,74.0,-3.5,97.0,-2.2,77.0,-1.3,98.0,1.7,83.0,19,12,12,4,0,0,0
0.0,23.6,59.0,23.6,59.0,23.6,24.6,57.0,10.4,100.0,20.6,82.0,22.9,67.0,22.2,67.0,21,10,7,5,1,0,0
7.52,9.1,66.0,9.1,66.0,9.1,8.5,78.0,5.1,43.0,5.7,95.0,7.4,69.0,7.8,78.0,22,4,17,5,1,0,0
56.92,3.0,89.0,3.0,89.0,3.0,5.5,85.0,-1.7,81.0,4.7,97.0,3.2,98.0,3.0,95.0,20,12,14,4,0,0,0
21.82,20.1,57.0,20.1,57.0,20.1,20.9,56.0,19.7,52.0,21.1,71.0,19.1,59.0,18.4,64.0,20,9,23,0,0,0,0
30.26,18.3,55.0,18.3,55.0,18.3,19.5,66.0,15.0,78.0,17.0,67.0,15.2,79.0,16.1,64.0,22,8,31,3,0,0,0
81.8,26.1,47.0,26.1,47.0,26.1,11.0,86.0,17.1,74.0,23.3,59.0,26.2,46.0,26.9,39.0,17,5,13,4,0,0,1
13.97,16.4,73.0,16.4,73.0,16.4,16.3,75.0,6.6,91.0,13.5,72.0,16.4,89.0,16.3,85.0,9,6,19,4,0,0,1
30.44,18.0,67.0,18.0,67.0,18.0,17.6,70.0,22.8,51.0,18.8,51.0,20.5,47.0,17.6,67.0,17,9,21,0,0,0,1
35.57,25.4,63.0,25.4,63.0,25.4,25.0,79.0,17.1,90.0,21.2,94.0,21.1,99.0,21.8,98.0,1,6,29,1,0,0,0
0.0,23.5,83.0,23.5,83.0,23.5,24.7,83.0,19.1,79.0,22.7,81.0,24.0,92.0,23.2,93.0,5,7,25,0,0,0,0
33.7,6.8,88.0,6.8,88.0,6.8,8.3,84.0,5.8,77.0,8.9,96.0,6.3,84.0,6.3,96.0,21,10,26,1,0,0,0
27.9,-2.2,90.0,-2.2,90.0,-2.2,-1.2,89.0,-21.0,70.0,-1.0,95.0,-3.2,95.0,-2.5,93.0,5,1,12,0,0,0,0
0.0,14.5,39.0,14.5,39.0,14.5,10.0,67.0,12.9,30.0,11.1,47.0,15.6,38.0,13.2,49.0,12,5,14,6,1,0,0
15.52,8.9,80.0,8.9,80.0,8.9,11.6,90.0,7.5,66.0,10.4,65.0,8.9,96.0,10.0,98.0,17,10,1,0,0,0,1
13.43,-1.7,86.0,-1.7,86.0,-1.7,0.6,92.0,-11.1,80.0,-2.8,84.0,0.2,95.0,-0.5,95.0,10,3,24,3,0,0,1
-4.31,18.4,79.0,18.4,79.0,18.4,18.8,78.0,16.8,77.0,19.1,99.0,16.2,95.0,16.6,89.0,3,7,15,5,1,0,0
29.08,25.1,29.0,25.1,29.0,25.1,24.4,35.0,22.8,57.0,21.1,54.0,22.6,51.0,24.4,42.0,16,6,17,5,1,0,0
34.49,3.1,91.0,3.1,91.0,3.1,3.0,93.0,-6.1,70.0,4.3,96.0,3.4,97.0,2.3,99.0,9,3,29,3,0,0,1
10.45,8.5,100.0,8.5,100.0,8.5,9.4,91.0,-1.3,100.0,9.1,63.0,7.8,94.0,7.6,96.0,2,10,30,5,1,0,0
-4.12,19.9,58.0,19.9,58.0,19.9,19.5,84.0,15.9,98.0,15.9,87.0,19.3,73.0,17.7,92.0,1,7,12,1,0,0,0
19.11,9.3,77.0,9.3,77.0,9.3,9.5,69.0,7.3,95.0,2.2,64.0,8.1,65.0,7.2,75.0,22,11,3,6,1,0,0
35.43,6.4,86.0,6.4,86.0,6.4,8.4,72.0,3.5,99.0,5.2,91.0,7.6,70.0,7.0,81.0,15,12,15,2,0,0,1
35.92,2.1,66.0,2.1,66.0,2.1,1.8,69.0,-12.1,69.0,3.5,55.0,0.3,72.0,0.3,77.0,11,11,19,0,0,0,1
37.37,24.1,83.0,24.1,83.0,24.1,24.2,79.0,21.8,40.0,25.2,72.0,23.2,75.0,22.3,93.0,17,7,15,5,1,0,0
39.32,28.4,69.0,28.4,69.0,28.4,27.9,63.0,26.5,39.0,22.9,85.0,27.1,72.0,27.6,75.0,14,6,30,0,0,0,1
11.21,18.2,80.0,18.2,80.0,18.2,20.7,79.0,15.6,99.0,19.4,99.0,15.7,100.0,16.8,99.0,5,7,26,6,1,0,0
0.41,19.8,48.0,19.8,48.0,19.8,20.4,42.0,24.2,39.0,15.9,72.0,19.1,48.0,19.3,51.0,18,6,27,1,0,0,0
34.79,6.4,49.0,6.4,49.0,6.4,8.1,47.0,6.0,94.0,3.0,81.0,5.5,71.0,5.0,59.0,20,10,29,0,0,0,0
15.9,7.3,51.0,7.3,51.0,7.3,10.8,38.0,10.7,62.0,4.5,61.0,7.2,57.0,7.4,50.0,20,10,16,0,0,0,0
0.0,1.2,80.0,1.2,80.0,1.2,6.4,55.0,-2.8,99.0,-0.4,73.0,4.1,65.0,3.4,68.0,22,1,26,4,0,0,0
12.73,21.4,91.0,21.4,91.0,21.4,21.8,83.0,13.5,90.0,22.6,82.0,18.5,96.0,19.3,95.0,4,6,23,1,0,0,0
71.92,29.4,51.0,29.4,51.0,29.4,27.6,55.0,23.4,47.0,21.9,76.0,27.8,53.0,28.3,58.0,12,5,31,1,0,0,1
0.41,19.7,77.0,19.7,77.0,19.7,22.8,75.0,20.5,99.0,23.1,85.0,19.8,88.0,17.7,93.0,3,7,26,6,1,0,0
54.37,24.7,64.0,24.7,64.0,24.7,23.9,76.0,17.8,40.0,23.1,71.0,21.2,92.0,21.7,82.0,0,7,2,5,1,0,0
21.02,2.1,69.0,2.1,69.0,2.1,3.0,84.0,-7.4,65.0,1.0,84.0,1.3,82.0,1.0,84.0,19,2,3,0,0,0,0
-3.09,8.8,64.0,8.8,64.0,8.8,10.6,61.0,-0.7,97.0,13.9,70.0,7.0,76.0,7.8,76.0,3,10,14,0,0,1,0
6.03,-0.9,76.0,-0.9,76.0,-0.9,-0.8,78.0,-17.3,75.0,1.2,90.0,-4.7,88.0,-2.4,88.0,13,12,25,4,0,1,0
17.27,17.2,48.0,17.2,48.0,17.2,18.2,43.0,13.5,67.0,18.8,36.0,14.9,61.0,16.8,54.0,21,6,13,0,0,0,0
16.44,-5.5,63.0,-5.5,63.0,-5.5,-4.0,61.0,-13.0,52.0,-3.8,64.0,-7.5,88.0,-5.9,65.0,19,1,22,4,0,0,0
59.72,-3.1,86.0,-3.1,86.0,-3.1,0.2,62.0,-7.9,98.0,-7.0,83.0,-0.7,84.0,-1.5,60.0,7,12,12,4,0,0,0
14.2,6.3,67.0,6.3,67.0,6.3,5.1,77.0,3.0,88.0,5.7,91.0,5.3,73.0,6.1,66.0,13,12,2,2,0,0,1
51.26,-10.4,67.0,-10.4,67.0,-10.4,-8.0,71.0,-17.8,84.0,-14.0,64.0,-11.0,81.0,-10.4,83.0,21,1,7,4,0,0,0
70.27,16.1,94.0,16.1,94.0,16.1,16.3,91.0,15.0,98.0,16.4,94.0,14.3,97.0,11.8,100.0,8,9,20,1,0,0,1
25.12,0.9,70.0,0.9,70.0,0.9,2.8,63.0,-1.1,94.0,-1.8,80.0,-0.7,95.0,-2.3,82.0,0,10,19,0,0,0,0
68.55,26.4,48.0,26.4,48.0,26.4,22.2,89.0,26.8,64.0,22.0,86.0,25.9,45.0,26.5,42.0,19,9,15,6,1,0,0
30.26,16.6,56.0,16.6,56.0,16.6,14.5,76.0,21.5,46.0,15.3,67.0,18.6,60.0,17.6,58.0,14,10,9,2,0,0,1
5.14,12.8,54.0,12.8,54.0,12.8,12.5,54.0,5.4,51.0,13.1,74.0,10.5,67.0,12.6,56.0,13,10,13,3,0,0,1
26.66,1.1,87.0,1.1,87.0,1.1,4.0,86.0,-16.8,67.0,2.0,98.0,0.6,85.0,2.0,99.0,3,2,16,4,0,0,0
17.41,-0.1,86.0,-0.1,86.0,-0.1,1.7,87.0,-7.6,83.0,-1.4,76.0,0.0,67.0,0.5,87.0,23,1,23,3,0,0,0
0.0,22.1,79.0,22.1,79.0,22.1,22.4,81.0,4.0,97.0,17.7,100.0,19.2,91.0,19.7,93.0,0,10,10,2,0,0,0
-4.21,5.1,83.0,5.1,83.0,5.1,10.3,69.0,2.7,93.0,4.9,86.0,11.6,70.0,7.9,79.0,3,3,9,2,0,0,0
37.93,30.1,51.0,30.1,51.0,30.1,31.1,46.0,24.3,82.0,22.8,62.0,29.6,58.0,30.1,50.0,16,6,17,6,1,0,0
8.58,-4.2,80.0,-4.2,80.0,-4.2,-0.7,73.0,-5.2,96.0,-4.9,78.0,-8.1,93.0,-4.8,89.0,0,11,9,5,1,0,0
17.22,-0.1,71.0,-0.1,71.0,-0.1,-0.3,80.0,-6.1,73.0,-1.6,91.0,-2.6,87.0,-1.1,86.0,8,3,9,4,0,0,1
33.15,28.2,46.0,28.2,46.0,28.2,28.3,44.0,20.9,73.0,23.9,78.0,26.9,58.0,27.3,52.0,18,9,4,3,0,0,0
5.6,16.0,84.0,16.0,84.0,16.0,16.5,78.0,10.3,98.0,16.0,95.0,13.9,92.0,15.1,91.0,4,7,2,4,0,0,0
103.61,21.8,99.0,21.8,99.0,21.8,22.0,90.0,13.1,98.0,21.6,85.0,20.9,100.0,19.6,99.0,1,7,28,3,0,0,0
78.9,10.5,100.0,10.5,100.0,10.5,7.0,99.0,11.4,60.0,12.1,80.0,13.9,94.0,11.8,97.0,15,10,31,0,0,0,1
0.0,2.3,93.0,2.3,93.0,2.3,3.4,84.0,-25.4,66.0,1.9,94.0,1.2,94.0,1.4,92.0,3,2,12,5,1,0,0
0.0,10.5,62.0,10.5,62.0,10.5,8.6,78.0,3.0,85.0,8.3,69.0,8.5,77.0,5.2,91.0,6,5,20,2,0,0,0
44.34,0.9,92.0,0.9,92.0,0.9,1.9,91.0,0.8,96.0,4.6,48.0,2.7,91.0,0.7,97.0,18,3,23,2,0,0,0
-3.0,14.8,37.0,14.8,37.0,14.8,8.8,71.0,10.3,28.0,17.5,31.0,14.8,44.0,12.0,43.0,19,5,20,5,1,0,0
11.54,13.3,78.0,13.3,78.0,13.3,14.7,84.0,9.1,87.0,10.3,99.0,10.4,94.0,11.2,95.0,3,9,12,1,0,0,0
61.97,2.4,67.0,2.4,67.0,2.4,4.2,55.0,-12.4,85.0,2.1,72.0,0.3,79.0,1.4,66.0,1,11,22,1,0,0,0
27.12,23.9,40.0,23.9,40.0,23.9,24.0,36.0,26.1,43.0,22.8,57.0,23.3,50.0,23.8,46.0,16,7,25,3,0,0,1
12.56,11.1,67.0,11.1,67.0,11.1,12.4,66.0,-4.6,60.0,11.2,69.0,12.5,61.0,10.8,73.0,20,11,20,4,0,0,0
32.66,25.6,86.0,25.6,86.0,25.6,22.5,95.0,17.9,87.0,21.6,100.0,26.8,64.0,27.0,76.0,20,7,17,2,0,0,0
26.84,26.9,43.0,26.9,43.0,26.9,27.2,40.0,19.5,76.0,25.9,45.0,25.6,51.0,27.7,38.0,17,8,25,1,0,0,1
14.63,12.8,54.0,12.8,54.0,12.8,11.9,57.0,4.6,70.0,11.1,63.0,9.8,64.0,12.3,53.0,13,10,29,2,0,0,1
53.58,3.3,60.0,3.3,60.0,3.3,2.7,83.0,3.1,85.0,1.4,66.0,3.1,66.0,3.3,56.0,21,4,2,5,1,0,0
5.79,18.6,92.0,18.6,92.0,18.6,18.7,88.0,13.2,99.0,20.6,95.0,18.0,100.0,16.4,97.0,3,8,11,1,0,0,0
8.95,21.0,88.0,21.0,88.0,21.0,22.9,78.0,13.8,80.0,23.4,75.0,20.9,77.0,19.8,87.0,2,7,15,4,0,0,0
11.06,14.2,77.0,14.2,77.0,14.2,17.2,51.0,8.8,98.0,9.1,91.0,13.7,67.0,12.3,75.0,3,9,28,3,0,0,0
2.87,3.8,59.0,3.8,59.0,3.8,7.8,51.0,2.2,70.0,4.8,53.0,2.5,64.0,4.8,63.0,22,4,10,6,1,0,0
15.4,20.0,97.0,20.0,97.0,20.0,21.1,88.0,21.2,55.0,22.1,67.0,22.2,92.0,20.4,100.0,15,8,27,1,0,0,1
29.08,17.0,100.0,17.0,100.0,17.0,18.3,93.0,12.1,50.0,12.8,99.0,15.2,98.0,17.0,100.0,4,10,1,1,0,0,0
14.01,20.5,24.0,20.5,24.0,20.5,19.9,26.0,18.9,32.0,19.3,38.0,20.3,28.0,19.8,30.0,15,6,7,2,0,0,1
16.61,25.9,56.0,25.9,56.0,25.9,24.9,56.0,20.3,45.0,23.1,68.0,22.5,69.0,24.8,56.0,17,9,27,6,1,0,0
0.0,11.6,49.0,11.6,49.0,11.6,5.5,72.0,2.7,78.0,11.9,41.0,18.0,44.0,8.0,70.0,16,4,24,0,0,0,1
7.82,5.6,62.0,5.6,62.0,5.6,5.8,69.0,2.5,52.0,7.1,74.0,4.0,88.0,4.6,81.0,11,4,12,2,0,0,1
13.49,10.5,52.0,10.5,52.0,10.5,11.5,56.0,14.3,33.0,12.2,58.0,8.3,72.0,9.3,66.0,21,4,27,0,0,0,0
9.25,16.4,62.0,16.4,62.0,16.4,16.4,68.0,15.4,90.0,14.9,79.0,13.7,83.0,14.1,85.0,10,9,12,0,0,0,1
86.26,18.4,58.0,18.4,58.0,18.4,15.6,80.0,6.8,74.0,16.5,89.0,15.9,68.0,16.3,81.0,11,10,6,3,0,0,1
24.56,18.7,74.0,18.7,74.0,18.7,17.6,82.0,15.1,87.0,19.8,66.0,18.9,79.0,17.7,84.0,10,6,26,4,0,0,1
12.27,15.6,50.0,15.6,50.0,15.6,15.8,67.0,10.2,92.0,13.6,58.0,14.8,76.0,12.5,73.0,4,6,23,3,0,0,0
45.87,-8.1,53.0,-8.1,53.0,-8.1,-6.5,58.0,-6.6,92.0,-7.6,62.0,-7.6,75.0,-8.2,69.0,17,1,7,6,1,0,0
18.04,-5.3,56.0,-5.3,56.0,-5.3,-2.6,57.0,-5.0,64.0,-2.9,42.0,-6.1,73.0,-4.9,63.0,23,4,9,5,1,0,0
0.0,15.1,99.0,15.1,99.0,15.1,17.0,93.0,2.7,88.0,10.3,99.0,16.6,100.0,16.8,100.0,3,5,10,4,0,0,0
